City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Cotonou,BJ,6.3654,2.4183,84.67,68,35,10.54,scattered clouds
345,Kokstad,ZA,-30.5472,29.4241,82.94,22,88,4.38,overcast clouds
346,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,62.65,90,100,20.98,moderate rain
347,Gazojak,TM,41.1875,61.4036,58.68,17,0,11.12,clear sky
348,Jumla,NP,29.2747,82.1838,55.49,69,0,4.5,clear sky
349,Roald,NO,62.5833,6.1333,44.1,75,75,4.61,light rain
350,Russell,US,32.3502,-85.1999,78.96,75,1,0.0,clear sky
351,Polson,US,47.6936,-114.1632,41.41,82,88,5.21,overcast clouds
352,Nalut,LY,30.3333,10.85,69.82,17,0,13.27,clear sky
353,Pombia,IT,45.653,8.6336,63.99,59,0,5.75,clear sky
354,Melnikovo,RU,56.5558,84.085,35.17,82,13,2.3,few clouds
355,Pao De Acucar,BR,-9.7483,-37.4367,98.67,26,83,12.8,broken clouds
356,Buala,SB,-8.145,159.5921,79.99,82,100,5.55,moderate rain
357,Pacific Grove,US,36.6177,-121.9166,63.28,51,1,1.01,clear sky
358,Molochnoye,RU,59.2917,39.6787,41.05,80,97,7.83,overcast clouds
359,Musafirkhana,IN,26.3667,81.8,80.73,54,5,2.57,clear sky
360,Tallahassee,US,30.4383,-84.2807,82.33,82,20,1.01,few clouds
361,Tiksi,RU,71.6872,128.8694,6.94,95,97,8.72,overcast clouds
362,Alofi,NU,-19.0595,-169.9187,75.33,69,1,4.07,clear sky
363,Irara,BR,-12.05,-38.7667,94.98,30,31,11.59,scattered clouds
364,Te Anau,NZ,-45.4167,167.7167,36.61,92,82,2.21,broken clouds
365,Irituia,BR,-1.7711,-47.4381,94.51,42,98,5.17,overcast clouds
366,Makhachkala,RU,42.9764,47.5024,57.18,60,17,7.56,few clouds
367,Vavozh,RU,56.7751,51.931,47.32,64,100,14.2,overcast clouds
368,Karratha,AU,-20.7377,116.8463,74.88,69,5,13.31,clear sky
369,Kavieng,PG,-2.5744,150.7967,82.71,78,17,12.3,few clouds
370,Guarapari,BR,-20.6667,-40.4975,87.69,61,95,15.35,light rain
371,Ballina,AU,-28.8667,153.5667,57.38,51,0,10.67,clear sky
372,Weligama,LK,5.9667,80.4167,79.52,86,62,11.25,light rain
373,Fortuna,US,40.5982,-124.1573,48.97,96,1,8.05,clear sky
374,Lagoa,PT,39.05,-27.9833,69.19,60,100,7.47,overcast clouds
375,Naliya,IN,23.2667,68.8333,82.69,54,67,9.26,broken clouds
376,Hereford,GB,52.0568,-2.7148,58.64,56,88,2.95,overcast clouds
377,Rusape,ZW,-18.5278,32.1284,76.44,34,72,7.29,broken clouds
378,La Rioja,ES,42.25,-2.5,70.05,29,0,6.46,clear sky
379,Roma,US,43.2128,-75.4557,75.38,92,90,5.75,overcast clouds
380,Vao,NC,-22.6667,167.4833,69.71,80,100,15.9,overcast clouds
381,Tottori,JP,35.5,134.2333,62.4,82,6,3.69,clear sky
382,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,92.93,47,76,4.52,broken clouds
383,Sibu,MY,2.3,111.8167,76.6,92,99,1.43,overcast clouds
384,Maumere,ID,-8.6199,122.2111,79.97,82,89,2.33,overcast clouds
385,Toucheng,TW,24.8592,121.8233,82.89,84,51,8.03,broken clouds
386,Vila Velha,BR,-20.3297,-40.2925,87.75,55,20,12.66,few clouds
387,Singkang,MY,2.1006,102.7994,78.62,84,13,3.11,few clouds
388,Biltine,TD,14.5333,20.9167,89.1,44,92,2.55,overcast clouds
389,Tiznit,MA,29.5833,-9.5,86.05,22,8,10.16,clear sky
390,Matane,CA,48.8286,-67.522,56.84,1,99,2.59,overcast clouds
391,Tazovskiy,RU,67.4667,78.7,30.99,95,100,7.0,overcast clouds
392,Palmares Do Sul,BR,-30.2578,-50.5097,70.9,86,100,8.63,moderate rain
393,Muhos,FI,64.808,25.9931,46.18,92,100,12.08,light rain
394,Acarau,BR,-2.8856,-40.12,90.05,58,100,20.11,overcast clouds
395,Ubinskoye,RU,55.3068,79.6802,40.84,82,0,4.23,clear sky
396,Semenyih,MY,2.9516,101.843,82.18,65,13,2.82,few clouds
397,Marystown,CA,47.1666,-55.1483,56.86,100,92,11.99,overcast clouds
398,Hundested,DK,55.9667,11.8667,54.36,70,2,14.27,clear sky
399,Sauda,NO,59.6506,6.3542,48.69,87,89,9.42,light rain
400,Sambava,MG,-14.2667,50.1667,74.59,78,23,15.5,light rain
401,Norman Wells,CA,65.282,-126.8329,22.62,96,100,4.65,overcast clouds
402,Bathsheba,BB,13.2167,-59.5167,88.41,70,40,17.27,scattered clouds
403,Ayan,RU,56.45,138.1667,28.26,50,15,13.09,few clouds
404,Tigil,RU,57.8,158.6667,32.05,75,100,11.18,overcast clouds
405,Karla,EE,59.3723,24.9275,51.76,86,75,19.57,heavy intensity shower rain
406,Adwa,ET,14.1646,38.8955,69.04,37,5,11.39,clear sky
407,Rio Gallegos,AR,-51.6226,-69.2181,59.05,25,75,23.02,broken clouds
408,Gamboula,CF,4.1178,15.1393,80.15,79,65,0.74,light rain
409,Datong,CN,40.0936,113.2914,36.97,27,2,10.42,clear sky
410,Christchurch,NZ,-43.5333,172.6333,50.2,83,75,5.75,broken clouds
411,Tingi,TZ,-11.3,35.0333,78.69,40,88,3.53,overcast clouds
412,Pafos,CY,34.7667,32.4167,78.58,44,0,11.5,clear sky
413,Ullapool,GB,57.8987,-5.1604,48.94,65,85,10.22,overcast clouds
414,Kutum,SD,14.2,24.6667,88.07,26,67,16.28,broken clouds
415,Djambala,CG,-2.5447,14.7533,78.08,68,65,6.06,light rain
416,Aykhal,RU,66.0,111.5,16.88,91,100,18.68,overcast clouds
417,Jam Sahib,PK,26.2958,68.6292,80.62,9,0,5.35,clear sky
418,Dzhebariki-Khaya,RU,62.2167,135.8,13.55,97,98,1.63,overcast clouds
419,Shenjiamen,CN,29.9576,122.298,73.58,93,44,15.82,light rain
420,Olafsvik,IS,64.8945,-23.7142,44.89,79,82,11.88,broken clouds
421,Sarnen,CH,46.8985,8.2507,62.46,60,75,2.3,broken clouds
422,Oistins,BB,13.0667,-59.5333,87.89,70,40,17.27,scattered clouds
423,Loningen,DE,52.7333,7.7667,55.67,71,17,11.5,few clouds
424,Ibara,JP,34.6,133.4667,67.08,79,2,4.05,clear sky
425,Lasa,IT,46.6166,10.7002,61.54,55,69,6.38,broken clouds
426,Seal Beach,US,33.7414,-118.1048,75.29,33,1,3.44,haze
427,Auki,SB,-8.7676,160.7034,77.4,88,100,3.49,overcast clouds
428,Umm Lajj,SA,25.0213,37.2685,85.08,64,0,7.14,clear sky
429,Soyo,AO,-6.1349,12.3689,78.84,76,98,10.29,overcast clouds
430,Hofn,IS,64.2539,-15.2082,48.22,53,20,17.27,few clouds
431,Ilulissat,GL,69.2167,-51.1,33.82,80,20,6.91,few clouds
432,Juli,PE,-16.2167,-69.45,53.98,32,8,7.2,clear sky
433,Egvekinot,RU,66.3167,-179.1667,12.33,78,31,7.34,scattered clouds
434,Eureka,US,40.8021,-124.1637,49.24,95,4,3.47,clear sky
435,Dobryatino,RU,55.5055,41.3195,41.14,78,95,8.79,overcast clouds
436,Elko,US,41.0002,-115.5012,24.82,46,0,0.76,clear sky
437,Victoria Point,AU,-27.5833,153.3,64.62,70,0,8.32,clear sky
438,Muros,ES,42.7762,-9.0603,74.68,70,79,6.24,broken clouds
439,Ajdabiya,LY,30.7554,20.2263,73.6,51,0,20.22,clear sky
440,Anan,JP,33.9167,134.65,70.34,74,0,3.83,clear sky
441,Kaputa,ZM,-8.4689,29.6619,82.87,47,68,4.92,broken clouds
442,Roberval,CA,48.5168,-72.2324,59.4,87,100,8.95,overcast clouds
443,Bay Roberts,CA,47.5999,-53.2648,49.33,91,100,8.99,overcast clouds
444,Balykshi,KZ,47.0667,51.8667,60.8,25,0,4.47,clear sky
445,Popondetta,PG,-8.7537,148.2534,73.38,95,96,2.8,overcast clouds
446,Micheweni,TZ,-4.9667,39.8333,79.14,79,48,10.98,scattered clouds
447,Sidmouth,GB,50.6909,-3.2397,62.89,79,20,4.61,few clouds
448,Mahuva,IN,21.0914,71.7622,84.63,46,16,8.23,few clouds
449,Kargasok,RU,59.0556,80.8572,41.59,93,21,8.57,few clouds
450,Iquique,CL,-20.2208,-70.1431,62.64,66,10,4.32,clear sky
451,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.09,62,81,12.55,broken clouds
452,Acapulco,MX,16.8634,-99.8901,84.02,84,20,3.44,few clouds
453,Miri,MY,4.4148,114.0089,80.69,78,100,3.87,overcast clouds
454,Daultala,PK,33.1925,73.1413,74.62,29,0,5.17,clear sky
455,Sept-Iles,CA,50.2001,-66.3821,51.06,93,100,4.0,overcast clouds
456,Koygorodok,RU,60.445,50.9968,45.32,82,100,12.35,overcast clouds
457,Horodyshche,UA,49.2849,31.4451,49.87,53,1,4.81,clear sky
458,Qui Nhon,VN,13.7667,109.2333,79.47,86,100,4.45,overcast clouds
459,Mollendo,PE,-17.0231,-72.0147,62.01,86,97,9.62,overcast clouds
460,Nemuro,JP,43.3236,145.575,51.98,68,41,17.74,scattered clouds
461,Najran,SA,17.4924,44.1277,79.81,14,0,10.83,clear sky
462,Perevolotskiy,RU,51.8763,54.1938,52.23,35,100,7.47,overcast clouds
463,Galle,LK,6.0367,80.217,80.98,83,54,13.11,broken clouds
464,Nyurba,RU,63.2842,118.3319,20.91,73,17,7.4,few clouds
465,Belaya Gora,RU,68.5333,146.4167,13.66,97,97,2.01,overcast clouds
466,Porto Santo,PT,33.072,-16.3415,79.3,64,20,8.05,few clouds
467,Tuy Hoa,VN,13.0833,109.3,78.19,91,100,4.36,overcast clouds
468,Kieta,PG,-6.2167,155.6333,79.0,85,100,3.51,light rain
469,Innisfail,AU,-17.5333,146.0333,73.89,89,95,4.43,overcast clouds
470,Chapais,CA,49.7834,-74.8492,58.78,96,100,5.53,overcast clouds
471,Fairfield,US,41.2668,-73.3162,75.43,78,40,3.44,scattered clouds
472,Rantepao,ID,-2.9701,119.8978,68.11,96,90,2.28,overcast clouds
473,Laguna,US,38.421,-121.4238,61.3,68,1,0.0,clear sky
474,Mastic Beach,US,40.7668,-72.8521,76.48,81,1,1.99,clear sky
475,Sydney,AU,-33.8679,151.2073,55.47,70,6,1.01,clear sky
476,Wanning,CN,18.8003,110.3967,78.48,92,99,12.48,overcast clouds
477,Obidos,BR,-1.9175,-55.5181,96.46,32,88,7.38,overcast clouds
478,Ploemeur,FR,47.7333,-3.4333,64.99,66,20,4.61,few clouds
479,Ambilobe,MG,-13.2,49.05,80.42,54,43,6.35,scattered clouds
480,Choix,MX,26.7092,-108.3219,74.5,57,15,4.29,few clouds
481,Alamogordo,US,32.8995,-105.9603,59.22,33,1,5.99,clear sky
482,Krasnyy Profintern,RU,57.7446,40.435,42.82,78,100,11.61,light rain
483,San Quintin,MX,30.4833,-115.95,67.66,53,0,3.78,clear sky
484,La Reforma,MX,25.0833,-108.05,79.25,73,90,3.6,overcast clouds
485,Hays,US,30.0502,-98.0336,79.61,93,14,6.67,few clouds
486,Palafrugell,ES,41.9174,3.1631,76.08,63,100,1.01,overcast clouds
487,Porto Nacional,BR,-10.7081,-48.4172,86.0,27,89,4.85,overcast clouds
488,Arica,CL,-18.475,-70.3042,64.63,63,90,6.91,overcast clouds
489,Sabang,ID,5.8933,95.3214,83.03,79,53,18.99,broken clouds
490,Saint-Jerome,CA,45.7804,-74.0036,64.56,100,90,8.05,mist
491,Sabha,LY,27.0377,14.4283,81.0,22,0,7.67,clear sky
492,Greeneville,US,36.1632,-82.831,77.27,82,40,5.75,scattered clouds
493,Port-Gentil,GA,-0.7193,8.7815,79.45,80,93,11.92,overcast clouds
494,Andros,GR,37.8333,24.9333,74.61,57,3,11.99,light rain
495,Omsukchan,RU,62.5333,155.8,4.06,96,100,5.7,overcast clouds
496,Pierre,US,44.3683,-100.351,49.05,70,18,5.99,few clouds
497,Samarai,PG,-10.6167,150.6667,77.79,85,100,10.07,overcast clouds
498,Victoria,HK,22.2855,114.1577,81.32,87,100,1.01,overcast clouds
499,Yaan,NG,7.3833,8.5667,88.79,54,41,6.49,scattered clouds
500,Dubai,AE,25.2582,55.3047,85.62,68,0,6.55,clear sky
501,Young,UY,-32.6833,-57.6333,64.22,51,100,16.96,overcast clouds
502,Cabedelo,BR,-6.9811,-34.8339,86.67,64,71,16.98,broken clouds
503,Urdoma,RU,61.7533,48.5442,39.15,98,100,1.81,light rain
504,Westport,US,41.1415,-73.3579,76.55,78,1,1.01,clear sky
505,Izhma,RU,65.0083,53.9113,40.89,83,100,8.01,light rain
506,Morgan City,US,29.6994,-91.2068,82.99,94,84,5.03,broken clouds
507,Rach Gia,VN,10.0167,105.0833,76.95,81,100,7.4,overcast clouds
508,Semirom,IR,31.4167,51.5667,58.91,25,0,6.15,clear sky
509,Gillette,US,44.2911,-105.5022,35.06,68,1,10.0,clear sky
510,Nosy Varika,MG,-20.5833,48.5333,74.89,81,1,8.7,clear sky
511,Fasa,IR,28.9383,53.6482,74.97,14,0,10.13,clear sky
512,Tadine,NC,-21.55,167.8833,70.9,84,91,11.97,overcast clouds
513,Verkhnyaya Toyma,RU,62.2349,44.9985,37.67,98,100,0.51,overcast clouds
514,Mayumba,GA,-3.432,10.6554,78.24,81,52,9.51,broken clouds
515,Kashi,CN,39.4547,75.9797,53.53,21,0,3.56,clear sky
516,Waingapu,ID,-9.6567,120.2641,81.34,78,96,2.75,overcast clouds
517,Nelson Bay,AU,-32.7167,152.15,57.76,68,41,3.0,scattered clouds
518,Yaring,TH,6.8662,101.3689,80.73,81,50,2.68,scattered clouds
519,Dicabisagan,PH,17.0818,122.4157,78.03,86,36,2.51,scattered clouds
520,Kungurtug,RU,50.5994,97.5228,19.4,76,3,3.02,clear sky
521,Temir,KZ,49.1414,57.13,53.37,30,57,7.49,broken clouds
522,Salym,RU,60.0625,71.4789,45.37,83,95,9.4,overcast clouds
523,Atambua,ID,-9.1061,124.8925,77.63,78,54,1.41,broken clouds
524,Marsa Matruh,EG,31.3525,27.2453,82.98,42,0,16.15,clear sky
525,Meulaboh,ID,4.1363,96.1285,79.18,77,28,1.81,scattered clouds
526,Zambezi,ZM,-13.5432,23.1047,97.65,11,30,3.91,scattered clouds
527,Silvania,BR,-16.6589,-48.6081,89.56,34,38,8.43,scattered clouds
528,Nha Trang,VN,12.25,109.1833,77.0,90,100,3.62,moderate rain
529,Manyana,BW,-23.4,21.7167,96.1,6,1,10.31,clear sky
530,Mago,RU,53.2514,140.1822,25.07,88,94,4.59,overcast clouds
531,Solnechnyy,RU,50.7214,136.6319,25.45,81,99,0.74,overcast clouds
532,Harrisburg,US,40.2737,-76.8844,76.95,77,1,4.0,clear sky
533,Puerto Madryn,AR,-42.7692,-65.0385,60.15,27,0,17.83,clear sky
534,Listvyanskiy,RU,54.4399,83.4984,36.19,76,0,6.13,clear sky
535,Walvis Bay,NA,-22.9575,14.5053,64.09,59,3,26.89,clear sky
536,Beidao,CN,34.5686,105.8933,47.19,86,100,2.82,light rain
537,Port Blair,IN,11.6667,92.75,80.1,86,100,14.05,light rain
538,Jacareacanga,BR,-6.2222,-57.7528,97.3,36,95,4.81,overcast clouds
539,Harper,LR,4.375,-7.7169,82.51,76,30,7.56,light rain
540,Olinda,BR,-8.0089,-34.8553,83.93,65,75,13.8,broken clouds
541,Fort Nelson,CA,58.8053,-122.7002,35.19,76,96,2.8,overcast clouds
542,Jizan,SA,17.3333,42.6667,90.01,51,0,11.3,clear sky
543,Aripuana,BR,-9.1667,-60.6333,98.44,34,83,4.63,broken clouds
544,Yerbogachen,RU,61.2767,108.0108,22.12,92,100,14.54,snow
545,Mezen,RU,65.8522,44.24,37.96,92,56,4.32,broken clouds
546,Axim,GH,4.8699,-2.2405,83.48,71,30,8.99,scattered clouds
547,Temanggung,ID,-7.3162,110.1755,74.82,95,100,4.85,overcast clouds
548,Miles City,US,46.4083,-105.8406,41.5,65,1,13.8,clear sky
549,Kruisfontein,ZA,-34.0033,24.7314,61.88,70,100,18.05,overcast clouds
550,Saint-Georges,GD,12.0564,-61.7485,87.48,79,20,17.27,few clouds
551,Ukiah,US,39.1502,-123.2078,60.03,71,1,0.0,clear sky
552,Vangaindrano,MG,-23.35,47.6,74.66,83,3,9.66,clear sky
553,Buritizeiro,BR,-17.3511,-44.9622,89.56,42,58,5.41,broken clouds
554,Katherine,AU,-14.4667,132.2667,89.92,48,74,11.5,broken clouds
555,Orocue,CO,4.7912,-71.3354,87.03,69,98,6.13,overcast clouds
556,Kita,ML,13.0349,-9.4895,98.71,20,7,4.21,clear sky
557,Pemagatsel,BT,27.0319,91.4266,63.05,78,56,5.06,broken clouds
558,Senneterre,CA,48.3835,-77.2328,62.35,79,94,5.08,overcast clouds
559,Mbigou,GA,-1.9005,11.906,77.5,81,37,4.29,light rain
560,Lebedinyy,RU,58.5167,125.5167,14.31,96,100,7.7,light snow
561,Malpe,IN,13.35,74.7167,81.7,85,100,2.01,moderate rain
562,Naqadeh,IR,36.9553,45.388,69.57,35,1,4.76,clear sky
563,Moramanga,MG,-18.9333,48.2,63.86,87,54,4.63,broken clouds
564,Jardim,BR,-21.4803,-56.1381,98.22,36,61,15.05,broken clouds
565,Grindavik,IS,63.8424,-22.4338,44.91,93,75,13.8,broken clouds
566,Cuamba,MZ,-14.8031,36.5372,91.13,26,54,6.02,broken clouds
567,Iralaya,HN,15.0,-83.2333,85.55,66,92,2.46,overcast clouds
568,Kununurra,AU,-15.7667,128.7333,73.38,49,83,0.0,broken clouds
569,Colares,PT,38.7992,-9.4469,81.45,33,0,11.5,clear sky
570,Moree,AU,-29.4667,149.85,50.02,81,44,5.75,scattered clouds
571,Aksarayskiy,RU,46.7924,48.0119,64.35,26,8,9.66,clear sky
572,Tobane,BW,-21.95,27.9,97.05,5,0,6.2,clear sky
573,Varzea Grande,BR,-15.6467,-56.1325,94.87,41,20,18.41,few clouds
574,Banda Aceh,ID,5.5577,95.3222,80.85,77,41,12.03,scattered clouds
575,Kiruna,SE,67.8557,20.2251,31.12,86,90,8.05,overcast clouds
576,Farafangana,MG,-22.8167,47.8333,74.75,85,0,12.17,clear sky
577,Magadan,RU,59.5667,150.8,20.52,58,7,11.12,clear sky
578,Benguela,AO,-12.5763,13.4055,76.59,68,3,11.12,clear sky
579,Bud,US,39.447,-86.1758,71.31,98,99,9.82,overcast clouds
580,Hobyo,SO,5.3505,48.5268,79.95,79,99,20.87,overcast clouds
581,Orcopampa,PE,-15.2661,-72.3417,57.15,24,92,1.45,overcast clouds
582,Shumskiy,RU,54.8318,99.1328,26.13,44,62,3.33,broken clouds
583,Nsanje,MW,-16.92,35.262,95.61,27,82,5.39,broken clouds
584,Kyabe,TD,9.4515,18.9449,87.31,56,32,2.71,scattered clouds
585,Verkhnevilyuysk,RU,63.4453,120.3167,17.24,89,20,5.26,few clouds
586,Vilyuysk,RU,63.7553,121.6247,16.88,94,18,4.74,few clouds
587,Touros,BR,-5.1989,-35.4608,86.7,60,28,19.33,scattered clouds
588,Kasama,ZM,-10.2129,31.1808,82.24,30,73,3.31,broken clouds
589,Yonago,JP,35.4333,133.3333,64.69,80,8,5.55,clear sky
590,Ust-Ilimsk,RU,58.0006,102.6619,28.36,45,100,12.93,light snow
591,Tabou,CI,4.423,-7.3528,82.45,76,14,7.67,light rain
592,Lakatoro,VU,-16.0999,167.4164,78.19,85,49,6.51,scattered clouds
593,Mishan,CN,45.55,131.8833,36.99,95,67,11.48,broken clouds
594,Kimbe,PG,-5.5502,150.1429,77.07,92,77,2.68,broken clouds
595,Libertador General San Martin,AR,-23.8064,-64.7876,62.98,54,100,7.18,overcast clouds
596,Tessalit,ML,20.1986,1.0114,99.93,6,63,5.26,broken clouds
597,Wagar,SD,16.1525,36.2032,98.33,12,0,10.07,clear sky
598,Khandyga,RU,62.6667,135.6,8.35,97,91,2.15,overcast clouds
599,Okakarara,NA,-20.5833,17.4333,95.07,7,13,1.5,few clouds
600,Lata,PT,40.1629,-8.3327,79.36,41,77,8.32,broken clouds
601,Atasu,KZ,48.6814,71.6433,44.62,53,0,13.24,clear sky
602,Urucara,BR,-2.5364,-57.76,101.5,22,82,6.53,broken clouds
603,Altamira,BR,-3.2033,-52.2064,97.29,35,72,5.39,broken clouds
604,Menzelinsk,RU,55.7271,53.1026,49.24,67,100,13.29,moderate rain
605,Quatre Cocos,MU,-20.2078,57.7625,74.08,74,16,13.44,few clouds
606,Surt,LY,31.2089,16.5887,72.7,50,0,17.49,clear sky
607,Goure,NE,13.9835,10.2704,99.01,9,99,16.44,overcast clouds
608,Chara,RU,56.9064,118.2631,13.95,55,82,5.5,broken clouds
609,Juazeiro,BR,-9.4117,-40.4986,91.58,38,20,12.66,few clouds
610,Yarada,IN,17.65,83.2667,82.72,78,75,6.91,mist
611,Batagay,RU,67.6333,134.6333,11.55,97,97,1.86,overcast clouds
612,Bilibino,RU,68.0546,166.4372,-13.43,99,96,3.18,overcast clouds
613,Ojinaga,MX,29.5667,-104.4167,76.57,29,1,0.0,clear sky
614,Hurricane,US,37.1753,-113.2899,52.14,37,0,7.49,clear sky
615,Puerto Escondido,MX,15.85,-97.0667,86.83,70,1,6.91,clear sky
616,Khandbari,NP,27.3747,87.2039,70.95,71,4,4.5,clear sky
617,Serenje,ZM,-13.2325,30.2352,80.47,30,95,8.48,overcast clouds
618,Douentza,ML,14.9951,-2.9517,101.25,11,3,8.57,clear sky
619,Vanimo,PG,-2.6741,141.3028,80.74,86,66,6.58,broken clouds
620,Ambon,ID,-3.6954,128.1814,78.94,94,20,8.05,few clouds
621,San Matias,BO,-16.3667,-58.4,102.52,29,12,9.46,few clouds
622,Brownsburg,US,39.8434,-86.3978,69.98,88,90,3.44,overcast clouds
623,Sinjar,IQ,36.3209,41.8754,83.86,23,39,2.84,scattered clouds
624,Trinidad,BO,-14.8333,-64.9,101.39,29,98,11.36,overcast clouds
625,Antalaha,MG,-14.9003,50.2788,74.34,76,17,12.48,light rain
626,Muroto,JP,33.2833,134.15,73.99,72,4,0.27,clear sky
627,Praxedis Guerrero,MX,31.3667,-106.0167,61.81,25,0,5.75,clear sky
628,Police,PL,53.5521,14.5718,53.8,90,98,1.99,overcast clouds
629,Lewistown,US,40.5992,-77.5714,77.77,88,40,3.44,scattered clouds
630,Shimoda,JP,34.6667,138.95,67.1,84,46,2.82,scattered clouds
631,Riyadh,SA,24.6877,46.7219,95.14,12,0,11.65,clear sky
632,Imbituba,BR,-28.24,-48.6703,75.81,92,100,4.41,light rain
633,Northam,GB,51.0333,-4.2167,63.43,72,88,4.0,overcast clouds
634,Tigre,AR,-34.426,-58.5796,65.28,30,0,12.66,clear sky
635,Nhulunbuy,AU,-12.2333,136.7667,81.21,78,42,3.44,scattered clouds
636,Gao,ML,16.6362,1.637,102.29,7,17,11.41,few clouds
637,Palu,ID,-0.8917,119.8707,77.72,96,63,2.04,broken clouds
638,Pahrump,US,36.2083,-115.9839,57.18,36,0,1.21,clear sky
639,Vyara,IN,21.1167,73.4,83.19,51,67,5.03,broken clouds
640,Kudahuvadhoo,MV,2.6708,72.8944,83.25,78,87,24.32,overcast clouds
641,Paraiso,CR,9.8383,-83.8656,76.87,52,57,1.68,broken clouds
642,Tamworth,GB,52.634,-1.6959,59.52,54,10,4.9,clear sky
643,Dhidhdhoo,MV,6.8833,73.1,81.63,83,49,27.07,scattered clouds
644,Moussoro,TD,13.6408,16.4901,89.28,42,93,8.93,overcast clouds
645,Wattegama,LK,6.7989,81.4808,79.72,68,72,11.88,broken clouds
646,Fallon,US,39.4735,-118.7774,33.67,75,1,0.0,clear sky
647,Bereda,ES,43.2686,-7.5406,70.41,62,100,2.93,overcast clouds
648,Borogontsy,RU,62.6683,131.1683,16.03,96,77,5.57,broken clouds
649,Thai Binh,VN,20.45,106.3333,73.4,92,100,15.08,overcast clouds
650,Krasnoselkup,RU,65.7,82.4667,35.33,91,100,8.1,overcast clouds
651,Artesia,US,33.8658,-118.0831,75.15,31,1,3.44,haze
652,Feijo,BR,-8.1642,-70.3536,96.93,37,99,4.38,overcast clouds
653,Khairpur,PK,27.5295,68.7617,85.84,8,0,7.78,clear sky
654,Mangai,CD,-4.05,19.5333,86.86,48,85,2.98,overcast clouds
655,Bafq,IR,31.6128,55.4107,75.11,16,0,9.64,clear sky
656,Yuxia,CN,34.0615,108.6291,51.28,82,100,1.92,overcast clouds
657,Vigrestad,NO,58.5667,5.7,47.88,66,100,27.96,overcast clouds
658,Malakal,SS,9.5334,31.6605,85.59,60,24,5.53,few clouds
659,Ati,TD,13.2154,18.3353,87.94,50,100,2.13,overcast clouds
660,Jacqueville,CI,5.2052,-4.4146,85.91,78,44,10.8,scattered clouds
661,Kitale,KE,1.0157,35.0062,63.23,77,93,4.47,overcast clouds
662,Myitkyina,MM,25.3833,97.4,79.3,79,91,1.05,overcast clouds
663,Hualmay,PE,-11.0964,-77.6139,66.47,78,100,8.48,overcast clouds
664,Mareeba,AU,-17.0,145.4333,70.45,93,88,2.21,overcast clouds
665,George,ZA,-33.963,22.4617,56.8,75,100,8.23,overcast clouds
666,Maragogi,BR,-9.0122,-35.2225,84.09,61,70,12.64,broken clouds
667,Aksu,CN,41.1231,80.2644,54.73,23,0,3.31,clear sky
668,Pauini,BR,-7.7136,-66.9764,99.66,32,51,5.35,broken clouds
669,Amot,NO,59.5714,7.9877,46.42,61,85,13.18,overcast clouds
670,Kaili,ID,-3.4626,120.2147,68.43,93,89,3.24,overcast clouds
671,Les Cayes,HT,18.2,-73.75,87.71,59,31,5.41,scattered clouds
672,Upington,ZA,-28.4478,21.2561,76.69,9,97,20.36,overcast clouds
